,1_sorry_end,2_ignore_diff,3_begin_correct,4_contact,5_special_time,6_no_home_time,7_2_strangers,8_enjoy_holiday,9_enjoy_travel,10_common_goals,11_harmony,12_freeom_value,13_entertain,14_people_goals,15_dreams,16_love,17_happy,18_marriage,19_roles,20_trust,21_likes,22_care_sick,23_fav_food,24_stresses,25_inner_world,26_anxieties,27_current_stress,28_hopes_wishes,29_know_well,30_friends_social,31_aggro_argue,32_always_never,33_negative_personality,34_offensive_expressions,35_insult,36_humiliate,37_not_calm,38_hate_subjects,39_sudden_discussion,40_idk_what's_going_on,41_calm_breaks,42_argue_then_leave,43_silent_for_calm,44_good_to_leave_home,45_silence_instead_of_discussion,46_silence_for_harm,47_silence_fear_anger,48_i'm_right,49_accusations,50_i'm_not_guilty,51_i'm_not_wrong,52_no_hesitancy_inadequate,53_you're_inadequate,54_incompetence,55_divorce_y_n
4219,3,2,2,1,3,2,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,1,3,2,3,3,3,3,2,3,2,2,2,2,3,1,2,2,2,2,4,1
4220,3,2,2,2,3,1,1,3,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,4,3,4,3,4,4,3,3,4,4,3,4,3,3,1
4221,3,4,2,3,3,2,2,4,4,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,4,3,3,3,4,4,2,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,3,2,3,3,4,1
4222,2,3,2,1,2,1,2,2,2,1,3,3,3,3,2,2,2,3,2,3,1,1,3,3,3,3,1,1,3,2,2,1,2,1,2,2,3,3,3,4,3,1,1,3,1,2,1,2,2,3,2,2,2,2,1
4223,4,4,3,3,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4224,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,1,1,1,2,2,2,2,3,3,1,2,2,1,2,2,2,2,3,1,3,3,3,3,4,3,3,3,3,2,0
4225,3,2,3,3,3,1,1,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,4,2,3,2,2,2,3,2,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,2,4,4,2,4,4,4,1
4226,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,4,3,4,2,2,1,2,1,3,1,2,2,3,2,2,0
4227,3,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,3,3,1,1,2,3,1,2,2,1,1,1,0
4228,1,1,2,1,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,3,2,2,1,1,2,2,2,3,2,1,3,1,2,1,1,2,2,2,2,3,2,2,1
4229,2,3,2,3,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,2,2,2,3,2,4,3,3,3,3,3,2,3,2,3,3,4,2,4,4,4,4,3,3,4,3,4,2,1
4230,2,3,3,2,3,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,4,3,4,2,3,2,3,4,3,4,3,4,3,3,4,4,3,3,3,4,4,4,4,1
4231,4,2,3,3,3,2,1,3,2,3,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,2,3,4,3,3,4,3,4,3,4,2,3,2,2,4,3,4,2,3,3,4,4,4,4,3,1
4232,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,0
4233,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,2,2,2,2,1,2,3,2,3,3,3,3,2,2,1,0
4234,4,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,3,3,3,3,2,4,3,3,3,3,3,3,4,4,2,1
4235,4,3,4,4,4,2,2,3,4,3,4,2,2,3,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,3,4,2,3,3,2,4,3,4,3,3,4,3,1
4236,4,2,4,4,4,1,2,2,3,3,4,3,2,3,3,4,3,3,4,3,3,2,4,3,3,2,3,2,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,1
4237,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,4,2,1,2,2,2,2,2,2,0
4238,3,3,3,1,4,2,1,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,4,2,3,2,2,3,3,2,4,4,4,4,3,4,4,4,3,4,3,3,2,4,3,2,1,4,3,4,4,4,4,4,1
4239,3,3,3,3,3,1,1,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,1
4240,3,2,3,3,3,1,2,2,3,3,4,2,3,3,3,3,3,2,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,3,2,3,4,4,3,4,4,4,2,3,3,3,1,3,4,4,3,1,3,3,1
4241,3,3,4,3,3,1,2,3,3,3,4,3,2,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,3,2,3,2,3,3,2,2,3,4,4,2,2,4,3,2,2,3,3,3,2,2,4,3,2,1
4242,3,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,3,2,3,2,2,1,2,1,3,2,1,3,3,3,3,3,1,2,2,2,2,1,1,0
4244,4,3,4,3,2,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,3,2,3,2,2,2,3,2,2,2,2,3,2,1
4245,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,2,3,2,2,3,2,2,2,2,1,2,2,3,3,2,3,2,3,2,0
4246,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,2,3,2,1,1,2,1,2,1,1,0
4247,1,2,2,1,3,1,1,3,2,3,3,3,3,3,2,3,3,4,2,3,2,2,2,2,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,1
4248,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,3,2,2,2,1,3,1,1,2,2,3,3,2,3,3,3,3,3,3,3,2,1,2,0
4249,2,2,3,2,2,2,1,2,3,2,3,3,2,3,2,2,3,3,2,3,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,3,3,3,2,3,2,2,2,1,3,2,3,1,2,3,2,0
4250,3,3,3,4,3,1,1,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,2,4,1,2,3,2,4,3,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,0
4251,1,2,1,2,1,1,1,2,1,2,2,3,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,3,1,1,2,1,2,2,2,4,2,1,3,1,3,3,2,2,2,2,2,0
4252,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,2,3,2,2,3,4,1,2,0
4253,3,2,2,4,3,2,1,1,2,2,3,1,3,1,2,2,2,2,3,2,2,3,3,1,2,1,1,2,2,2,3,3,2,2,3,3,4,2,2,3,2,1,3,1,4,3,2,2,2,3,2,3,1,2,0
4254,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,0
4255,1,1,2,1,2,3,2,1,1,3,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,3,2,2,2,1,2,2,0
4256,3,4,3,3,3,1,2,4,4,3,4,4,4,4,4,3,3,4,3,4,4,2,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,1,3,4,4,3,3,4,4,4,1
4257,3,2,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,2,2,1,3,1,1,2,2,1,1,2,1,2,1,1
4258,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,3,1,2,3,2,3,2,1,4,1,2,3,4,2,2,0
4259,3,3,3,2,2,1,2,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,2,2,3,3,3,2,3,2,1,2,1,3,1,2,1,4,3,4,1
4260,2,1,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,3,3,2,4,2,3,2,1,2,3,3,2,0
4261,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,1,2,2,2,1,2,3,3,3,2,2,3,1,2,2,4,4,4,3,2,3,3,3,3,3,3,3,2,2,1
4262,3,3,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,3,4,4,4,2,1
4263,4,2,2,3,3,1,1,2,2,1,3,2,2,1,2,1,2,1,3,2,2,2,4,2,3,2,1,3,3,3,3,2,3,2,3,2,3,2,3,2,3,1,2,1,1,2,2,1,2,3,1,2,2,2,1
4264,3,3,3,3,4,2,1,3,3,2,3,3,3,3,4,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,4,4,4,3,3,3,3,4,4,3,3,3,2,3,2,3,2,3,3,3,3,2,4,1
4265,1,2,1,1,2,3,2,2,1,3,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,3,2,2,1,2,2,2,2,2,2,4,3,2,2,4,3,3,1,1,2,1,1,1,0
4266,3,3,4,3,3,2,3,2,3,3,4,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,3,4,3,4,2,3,2,3,3,3,2,4,4,3,1
4267,2,2,3,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,3,2,1,1,1,2,3,2,2,1,2,2,2,2,2,0
4268,2,3,2,1,2,1,1,2,2,1,1,2,3,2,1,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,3,3,3,2,3,2,2,2,4,4,3,3,1,3,0
4269,3,3,4,4,2,2,2,2,3,4,4,3,4,2,3,4,3,3,3,3,2,3,3,2,3,2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,3,1,3,3,1,3,1,2,2,4,2,4,3,4,1
4270,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,2,2,3,2,4,3,2,0
4271,3,2,2,3,3,1,1,3,3,2,3,3,4,3,4,3,3,3,3,2,2,2,2,4,3,3,2,3,2,3,2,1,2,2,4,3,2,4,3,3,3,2,3,3,3,2,1,2,2,2,2,1,2,3,1
4272,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,3,1,1,1,1,1,1,1,2,1,3,2,2,1,4,2,2,2,1,1,2,3,2,0
4273,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,1,2,1,2,1,2,1,1,0
4274,3,1,3,2,2,2,3,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,4,2,2,1,1,3,2,2,2,1,2,2,3,4,3,4,2,2,2,3,2,2,1,0
4275,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,3,3,3,3,2,2,2,1,2,1
4276,2,2,1,1,3,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,2,1,3,2,3,3,3,2,2,0
4277,3,2,2,2,4,3,2,1,2,2,4,2,4,3,3,2,4,2,4,2,2,1,2,2,4,3,3,2,4,2,2,3,3,2,2,2,3,2,4,3,3,3,2,3,2,3,3,3,2,3,2,2,1,3,1
4278,3,4,4,4,4,2,2,3,4,3,4,4,3,4,4,3,4,4,4,4,3,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,3,2,1
4279,2,2,2,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,3,2,4,2,2,3,3,3,2,0
4280,2,2,3,2,4,1,1,2,3,3,4,3,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,2,2,1,3,3,3,3,3,3,3,4,3,4,2,3,3,2,3,2,1,3,3,3,3,4,4,4,1
4281,3,1,3,3,2,1,1,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,4,2,3,3,3,2,2,2,3,3,2,2,3,3,2,4,3,2,1
4282,3,1,1,3,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,1,3,2,3,3,2,3,2,3,3,4,2,3,0
4283,3,2,2,2,3,1,1,2,2,2,3,2,4,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,4,2,3,3,4,1,2,4,4,4,3,0
4284,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,4,2,3,3,3,2,1,2,1,0
4285,3,3,3,4,4,1,1,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,1
4286,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,3,2,2,3,2,2,1,2,2,2,0
4287,1,2,2,1,3,2,1,3,2,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,4,4,3,4,3,3,2,2,2,2,3,2,2,1
4288,3,2,2,3,2,2,2,1,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,1,2,1,2,3,2,1,3,3,4,3,3,3,2,1,2,2,3,2,2,2,3,2,2,1
4289,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,4,2,2,2,3,2,2,3,1,1,2,0
4290,3,2,2,3,3,2,2,3,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,4,2,4,2,4,4,4,3,3,4,3,4,4,4,1
4291,4,3,2,4,4,2,1,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,1
4292,3,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,3,4,3,4,3,2,2,2,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,2,4,4,4,2,4,4,4,4,3,4,1
4293,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,0
4294,3,2,2,3,1,1,2,1,2,3,2,3,3,2,1,1,2,2,2,2,2,1,3,2,2,2,1,1,1,2,1,2,2,2,3,2,2,2,2,2,3,2,4,3,3,3,3,2,3,3,2,3,1,3,1
4295,4,3,4,4,2,1,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,2,2,3,2,2,1,2,3,3,2,3,3,3,2,2,3,4,2,4,2,3,3,3,2,2,2,2,1
4296,3,2,2,3,3,2,1,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,4,2,3,2,2,3,3,2,3,3,3,2,4,3,4,3,4,3,3,3,4,3,4,2,3,3,3,3,3,2,2,2,1
4297,4,3,4,4,4,1,1,3,4,4,4,3,4,3,3,4,4,3,4,3,3,3,4,2,4,2,3,3,3,2,4,3,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,2,3,4,2,4,1
4298,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,3,3,3,3,2,3,3,3,2,1
4299,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,3,2,3,1,1,2,1,1,2,1,1,1,0
4300,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0
4301,2,2,2,2,2,2,1,3,2,3,2,3,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,4,1,2,1,2,2,2,2,2,2,3,1
4302,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0
4303,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,2,1,1,2,3,3,2,2,2,2,2,2,1,4,2,3,2,2,2,3,2,1,2,1,2,4,2,3,4,4,2,3,2,2,4,3,4,0
4304,3,1,2,4,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,3,2,3,3,2,3,2,2,1,2,2,3,2,2,2,3,2,2,2,1,0
4305,2,3,2,3,2,1,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,2,1,1,2,3,2,3,2,3,2,4,2,1
4306,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,2,3,2,1,1,1,1,0
4307,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,3,1,3,1,2,1,1,2,2,1,2,2,0
4308,3,3,3,3,4,2,1,3,4,3,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,2,3,3,3,3,3,3,2,2,1
4309,3,2,2,2,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,3,3,2,2,2,2,2,1,2,2,1,2,2,3,3,2,3,2,3,3,4,2,2,2,0
4310,3,2,2,2,3,1,1,3,2,2,4,3,3,3,2,3,2,3,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,2,2,3,1,1,2,1,1,2,2,2,1
4311,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,2,2,1,2,1,3,2,2,3,3,2,2,3,1,1,0
4312,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,3,1,3,2,1,1,1,1,1,2,2,1,0
4313,4,2,2,3,3,2,2,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,4,3,4,3,4,2,2,3,2,2,3,2,2,2,3,2,3,3,2,2,0
4314,3,2,3,2,2,1,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,3,4,2,3,4,4,3,4,2,3,3,2,3,3,3,1
4315,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,4,2,2,3,3,3,3,2,2,3,2,2,0
4316,3,2,2,3,2,2,1,2,2,2,1,2,1,2,3,2,2,3,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,1,1,1,2,1,1,1,0
4317,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1,2,1,1,1,2,1,2,2,1,3,2,2,2,3,3,2,0
4318,2,1,1,2,2,2,1,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,0
4319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,2,1,1,1,1,2,2,1,0
4320,2,2,3,2,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,0
4321,4,4,4,4,4,1,1,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,4,3,3,4,3,3,3,3,1
4322,2,3,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,1,1,2,2,2,2,1,1,2,3,3,3,2,3,2,3,3,2,3,3,4,3,3,3,1,2,3,3,2,2,2,2,2,1
4323,3,2,2,1,3,2,2,3,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,4,4,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,2,4,3,1
4324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,1,1,1,1,0
4325,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,1,2,1,3,1,1,1,2,2,1,0
4326,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,2,3,2,2,3,1,4,3,2,3,2,1,1,3,2,1,0
4327,1,3,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,2,4,3,1,2,3,1,2,2,2,1,2,2,2,0
4328,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,3,3,2,4,3,4,4,3,2,3,2,3,2,0
4330,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,1,1,0
4331,3,1,3,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,3,2,4,2,3,2,3,2,3,4,3,2,2,2,2,3,3,4,1,2,1
4332,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,3,2,1,2,1,1,1,0
4333,2,2,1,3,2,1,1,3,2,3,3,2,3,2,3,2,3,1,2,1,2,2,2,1,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,3,4,4,2,4,3,3,2,4,4,3,3,2,3,1
4334,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
4335,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,0
4336,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,3,2,3,3,2,2,3,4,3,2,3,2,2,4,3,3,4,2,2,3,2,3,1,1
4337,4,3,3,4,4,1,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,3,2,1
4338,2,3,1,2,1,3,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,3,2,2,1,2,2,2,2,1,2,2,1,2,2,3,1,2,2,2,2,3,2,2,2,1,1,2,1
4339,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0
